pool	jp
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<プロテス>{C1C}{C01}\n　次のターン終了まで\n　自分のうけるダメージが\n　{C1C}{C04}１／２{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分ＣＰの{C1B}{C01}の数\n　×{C1C}{C04}２pt{C1C}{C01}の体力を\n　かいふくする。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　相手カードと{C1C}{C04}同じ色{C1C}{C01}の\n　クリスタルをＣＰに\n　{C1C}{C04}３個{C1C}{C01}チャージする。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C01}にする。\n
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分ＣＰの{C1B}{C01}の数\n　×{C1C}{C04}３pt{C1C}{C01}の体力を\n　かいふくする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}\n\n　{C1C}{C04}<プロテス>{C1C}{C01}\n　次のターン終了まで\n　自分のうけるダメージが\n　{C1C}{C04}１／２{C1C}{C01}になる。
abil	　　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　　相手カードが\n　　{C1C}{C03}■{C1C}{C01}なら{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}\n　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ヘイスト>{C1C}{C01}\n　次のターン自分は必ず\n　{C1C}{C04}先攻{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n \n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C03}を{C1C}{C04}２個{C1C}{C01}\n　こわす。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　相手ＣＰの{C1B}{C04}の数\n　×{C1C}{C04}２pt{C1C}{C01}の体力を\n　かいふくする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C02}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<リフレッシュ>{C1C}{C01}\n　自分のステータスを\n　{C1C}{C04}リフレッシュ{C1C}{C01}する。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C02}にする。
abil	　　{C1C}{C04}<マークブースト>{C1C}{C01}\n　　相手カードの\n　　{C1C}{C04}アンマークの数{C1C}{C01}×{C1C}{C04}２pt{C1C}{C01}\n　　のダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C02}\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　相手ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C02}にする。
abil	　　{C1C}{C04}<マークブースト>{C1C}{C01}\n　　相手カードの\n　　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　　×{C1C}{C04}４pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}\n　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C05}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C02}を{C1C}{C04}２個{C1C}{C01}\n　こわす。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}\n　　自分ＣＰの{C1B}{C02}{C1B}{C04}の数×\n　　{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C02}\n\n　{C1C}{C04}<マークブースト>{C1C}{C01}\n　相手カードの\n　{C1C}{C04}アンマークの数{C1C}{C01}×{C1C}{C04}４pt{C1C}{C01}\n　のダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}\n　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<こおり>{C1C}{C01}\n　次のターン相手は{C1C}{C06}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}を{C1C}{C04}３個{C1C}{C01}\n　こわす。
abil	　　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　　相手カードが\n　　{C1C}{C04}■{C1C}{C01}なら{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}８pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}{C1B}{C04}\n　　相手ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}を{C1C}{C04}すべて{C1C}{C01}\n　こわす。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰドレイン>{C1C}{C01}\n　相手ＣＰの{C1B}{C03}を{C1C}{C04}３個{C1C}{C01}\n　うばいとり\n　自分ＣＰにチャージする。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手カードと{C1C}{C04}同じ色{C1C}{C01}の\n　クリスタルを{C1C}{C04}２個{C1C}{C01}\n　こわす。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C03}にする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C03}\n　　相手ＣＰの{C1B}{C02}{C1B}{C03}の\n　　合計数×{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C03}{C1B}{C03}\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　相手ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C03}にする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C03}{C1B}{C03}\n　　相手ＣＰの{C1B}{C02}{C1B}{C03}の\n　　合計数×{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ちんもく>{C1C}{C01}\n　次のターン終了まで\n　相手はｸﾘｽﾀﾙｱﾋﾞﾘﾃｨが\n　{C1C}{C04}つかえなくなる{C1C}{C01}。
abil	　　{C1C}{C04}<かいふく>{C1C}{C01}\n　　自分ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}２pt{C1C}{C01}の体力を\n　　かいふくする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<リフレッシュ>{C1C}{C01}\n　自分のステータスを\n　{C1C}{C04}リフレッシュ{C1C}{C01}する。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<こおり>{C1C}{C01}\n　次のターン相手は{C1C}{C06}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰドレイン>{C1C}{C01}\n　相手ＣＰの{C1B}{C03}を{C1C}{C04}２個{C1C}{C01}\n　うばいとり\n　自分ＣＰにチャージする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分ＣＰの{C1B}{C03}の数×{C1C}{C04}５pt\n　{C1C}{C01}の体力をかいふくする。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C02}を\n　{C1C}{C04}２個{C1C}{C01}こわす。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰドレイン>{C1C}{C01}\n　相手ＣＰの{C1B}{C03}を{C1C}{C04}３個{C1C}{C01}\n　うばいとり\n　自分ＣＰにチャージする。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}\n　{C1C}{C04}<マークブースト>{C1C}{C01}\n　相手カードの\n　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C03}\n　　相手ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　{C1C}{C04}<マークブースト>{C1C}{C01}\n　相手カードの\n　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　×{C1C}{C04}５pt{C1C}{C01}のダメージを\n　あたえる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの中で\n　{C1C}{C04}一番多いクリスタル{C1C}{C01}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ヘイスト>{C1C}{C01}\n　次のターン自分は必ず\n　{C1C}{C04}先攻{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<リフレク>{C1C}{C01}\n　相手の{C1C}{C04}こうげき能力{C1C}{C01}を\n　そのまま相手へ{C1C}{C04}返す{C1C}{C01}。
abil	　　{C1C}{C04}<かいふく>{C1C}{C01}\n　　自分の体力を{C1C}{C04}１０pt{C1C}{C01}\n　　かいふくする。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの中で\n　{C1C}{C04}一番多いクリスタル{C1C}{C01}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<リフレク>{C1C}{C01}\n　相手の{C1C}{C04}こうげき能力{C1C}{C01}を\n　{C1C}{C04}２倍{C1C}{C01}にして\n　相手へ{C1C}{C04}返す{C1C}{C01}。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C06}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}９pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手に{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C04}にする。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<プロテス>{C1C}{C01}\n　次のターン終了まで\n　自分のうけるダメージが\n　{C1C}{C04}１／２{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}{C1B}{C04}\n　　相手ＣＰの\n　　{C1B}{C01}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　相手ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C03}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}\n　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C03}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　自分ののこり体力が\n　相手よりも{C1C}{C04}少なければ{C1C}{C01}\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　自分ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}の数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　自分ののこり体力が\n　{C1C}{C04}５pt以下{C1C}{C01}ならば\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　相手ＣＰの{C1B}{C01}の数×{C1C}{C04}３pt{C1C}{C01}\n　のダメージをあたえる。\n　ただし、自分ＣＰの{C1B}{C03}の\n　数×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　うける。
abil	　　{C1C}{C04}<マークブースト>{C1C}{C01}\n　　相手カードの\n　　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ヘイスト>{C1C}{C01}\n　次のターン自分は必ず\n　{C1C}{C04}先攻{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C04}\n　　{C1C}{C04}自分ののこり体力の\n　　１／２{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　相手ＣＰの{C1B}{C03}の数×{C1C}{C04}３pt{C1C}{C01}\n　のダメージをあたえる。\n　ただし、自分ＣＰの{C1B}{C02}の\n　数×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　うける。
abil	　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}\n　　相手ＣＰの{C1B}{C01}{C1B}{C04}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの{C1B}{C01}{C1B}{C04}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C02}\n　　{C1C}{C04}自分ののこり体力の\n　　１／２{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　　自分ののこり体力が\n　　{C1C}{C04}７pt以下{C1C}{C01}ならば\n　　{C1C}{C04}７pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　　自分ののこり体力が\n　　{C1C}{C04}３pt以下{C1C}{C01}ならば\n　　{C1C}{C04}１０pt{C1C}{C01}のダメージを\n　　あたえる。
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。
abil	　　相手に{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。\n
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　自分ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
abil	　　自分ＣＰの{C1B}{C02}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。
