# 카드 게임 글 원문(tools/pudtext.py) — 경로	형식	번호	원문
romdata/PUD/mgentryphase/text/ja/expl/mg032.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg033.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg033.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg034.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg034.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg035.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg035.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg036.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg036.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg037.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg037.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg038.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg038.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg039.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg039.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg040.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg040.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	0	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	1	{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	2	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	3	{1B}C{1B}G「034　サボテンダー　光合成」・エピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	4	{1B}C{1B}G「029　アダマンタイマイ　のろい呪い」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	5	{1B}C{1B}G「031　サボテンダー　ｽﾋﾟﾆﾝｸﾞﾆｰﾄﾞﾙ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl001.ptx	ptx	6	{1B}C{1B}G「027　アダマンタイマイ　奇跡の甲羅」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	0	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	1	{1B}G牧場のおともだち「スイニー」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	2	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	3	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	4	{1B}C{1B}G「030　アダマンタイマイ　マイティーガード」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	5	{1B}C{1B}G「067　ビスマルク　雑魚ちらし」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl002.ptx	ptx	6	{1B}C{1B}G「072　ビスマルク　メイルシュトロム」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	0	{1B}C{1B}G「049　シヴァ　氷の息吹」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	1	{1B}G牧場のおともだち「モモ」{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	2	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	3	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	4	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	5	{1B}C{1B}G「003　イフリート　炎の結界」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl003.ptx	ptx	6	{1B}C{1B}G「004　イフリート　焦土」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	0	{1B}C{1B}G「006　イフリート　地獄の火炎」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	1	{1B}G牧場のおともだち「アイアイ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	4	{1B}C{1B}G「053　シヴァ　ダイヤモンドダスト」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	5	{1B}C{1B}G「054　シヴァ　天からの一撃」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl004.ptx	ptx	6	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	0	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	1	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	2	{1B}G牧場のおともだち「イエロウ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	3	{1B}C{1B}G「043　タイタン　大地の怒り」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	4	{1B}C{1B}G「007　ボム　炎のダンス」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	5	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl005.ptx	ptx	6	{1B}C{1B}G「008　ボム　守りのトライアングル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	0	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	1	{1B}G「ひとりでトライアル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	2	{1B}G牧場のおともだち「ジャロ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	3	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	4	{1B}C{1B}G「044　タイタン　岩石投げ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	5	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl006.ptx	ptx	6	{1B}C{1B}G「047　タイタン　地割れ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	0	{1B}G「バトル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	1	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	2	{1B}G牧場のおともだち「ドーリー」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	4	{1B}C{1B}G「019　フェニックス　炎の一撃」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	5	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl007.ptx	ptx	6	{1B}C{1B}G「020　フェニックス　ファイアバリア」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	0	{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	1	{1B}G牧場のおともだち「ベルデ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	3	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	4	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	5	{1B}C{1B}G「021　フェニックス　不死の魂」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl008.ptx	ptx	6	{1B}C{1B}G「023　フェニックス　転生の炎」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	0	{1B}C{1B}G「085　ケット・シー　メガホン」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	1	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	2	{1B}G牧場のおともだち「モギー」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	3	{1B}C{1B}G「037　ユニコーン　突進」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	4	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	5	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl009.ptx	ptx	6	{1B}C{1B}G「039　ユニコーン　泉水」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	0	{1B}C{1B}G「038　ユニコーン　ヒールキック」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	1	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	4	{1B}G牧場のおともだち「ベッキー」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	5	{1B}C{1B}G「041　ユニコーン　疾風突き」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl010.ptx	ptx	6	{1B}C{1B}G「088　ケット・シー　キャットレイン」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	0	{1B}G「バトル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	1	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	2	{1B}G牧場のおともだち「ブルース」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	4	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	5	{1B}C{1B}G「055　リヴァイアサン　テールウィップ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl011.ptx	ptx	6	{1B}C{1B}G「056　リヴァイアサン　サンダーストーム」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	0	{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	1	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	3	{1B}G牧場のおともだち「ザヴィ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	4	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	5	{1B}C{1B}G「057　リヴァイアサン　湧き水」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl012.ptx	ptx	6	{1B}C{1B}G「059　リヴァイアサン　タイダルウェイブ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	0	{1B}G「バトル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	1	{1B}G牧場のおともだち「ジョー」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	2	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	3	{1B}C{1B}G「109　トンベリ　毒霧」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	4	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	5	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl013.ptx	ptx	6	{1B}C{1B}G「111　トンベリ　包丁」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	0	{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	1	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	4	{1B}G牧場のおともだち「ブラウ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	5	{1B}C{1B}G「110　トンベリ　影縫い」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl014.ptx	ptx	6	{1B}C{1B}G「112　トンベリ　みんなの恨み」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	0	{1B}G「バトル」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	1	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	2	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	3	{1B}G牧場のおともだち「グリン」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	4	{1B}C{1B}G「079　ラムウ　感電」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	5	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl015.ptx	ptx	6	{1B}C{1B}G「081　ラムウ　電磁場」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	0	{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	1	{1B}Gエピローグ３出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	2	{1B}Gエピローグ１出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	3	{1B}Gエピローグ２出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	4	{1B}G牧場のおともだち「ワカバ」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	5	{1B}C{1B}G「080　ラムウ　雷雲」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/cl016.ptx	ptx	6	{1B}C{1B}G「083　ラムウ　裁きの雷」出現{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	0	トライアルで５分以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	1	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	2	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	4	トライアルで３０秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	5	トライアルで２５秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg001.ptx	ptx	6	トライアルで落石のダメージを\n一度も受けずにゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	0	トライアルで３分以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	4	トライアルで１分以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	5	トライアルで５０秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg002.ptx	ptx	6	トライアルで一度もカベにぶつからず\nゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	4	トライアルで２５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	5	トライアルで４０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg003.ptx	ptx	6	トライアルで６０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	4	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	5	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg004.ptx	ptx	6	トライアルで３０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	4	トライアルで５０mまでのぼる{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	5	トライアルで１００mまでのぼる{00}
romdata/PUD/mgentryphase/text/ja/secret/mg005.ptx	ptx	6	トライアルで２００mまでのぼる{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	4	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	5	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg006.ptx	ptx	6	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	0	トライアルで３pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	4	トライアルで８pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	5	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg007.ptx	ptx	6	トライアルで１２pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	5	バトルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg008.ptx	ptx	6	バトルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	5	トライアルで１５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg009.ptx	ptx	6	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	5	バトルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg010.ptx	ptx	6	バトルで１５pt以上かくとくする{00}
